language,bpe_byte_16k,bpe_gconstr_16k,o200k
amh_Ethi,0.44852288713342714,0.44599016230037486,0.8785626891622126
ary_Arab,0.2029301081631204,0.20443151721528566,0.14921328013250018
arz_Arab,0.19712603960631986,0.19703445476469042,0.1413745631684846
eng_Latn,0.14733963663329624,0.14741137464932416,0.10471476947121647
grn_Latn,0.1547101707392368,0.15670186453576865,0.18162603327403998
hau_Latn,0.11803961473838653,0.11799095836587849,0.1027364378300528
hun_Latn,0.1896912239387726,0.18944951332019264,0.14866518699827833
ory_Orya,0.23414559986100253,0.2779406017975772,0.848127440075843
quy_Latn,0.1464127706915733,0.14645758940123169,0.1460155391937518
swh_Latn,0.12701110898295345,0.12691340280273086,0.09475503456567479
ukr_Cyrl,0.20724744630442382,0.2069903362073954,0.17253850736107565
zho_Hans,0.8321437242049041,0.8350618609531711,0.721770227983907
