language,bpe_byte_32k,bpe_gconstr_32k,o200k
amh_Ethi,0.3766000835360311,0.37536620793224845,0.8785626891622126
ary_Arab,0.1731073804244536,0.17726806967762276,0.14921328013250018
arz_Arab,0.16776070018144945,0.16733333333333333,0.1413745631684846
eng_Latn,0.13597232491813668,0.13604921322209315,0.10471476947121647
grn_Latn,0.14187100213219617,0.14420803782505912,0.18162603327403998
hau_Latn,0.1113320599701719,0.11135531135531136,0.1027364378300528
hun_Latn,0.17325256290773533,0.1731432298946976,0.14866518699827833
ory_Orya,0.20085756066126353,0.2548063557237869,0.848127440075843
quy_Latn,0.14269727403156385,0.14277927591944461,0.1460155391937518
swh_Latn,0.11978425953256232,0.11978425953256232,0.09475503456567479
ukr_Cyrl,0.18591132133857918,0.18408671181074662,0.17253850736107565
zho_Hans,0.7516099610292695,0.7534631432545201,0.721770227983907
