language,bpe_byte_32k,bpe_gconstr_32k,o200k
amh_Ethi,0.3392383150605886,0.33958453548759376,0.002423542989036353
ary_Arab,0.44975676099806455,0.4480305487262646,0.3632369095569388
arz_Arab,0.4723404255319149,0.4718790053832351,0.4319405280697257
eng_Latn,0.6117985480115063,0.6116615679649331,0.8318341628236153
grn_Latn,0.4305198881470068,0.4298350739028705,0.27209952633681445
hau_Latn,0.6873509301955796,0.6873509301955796,0.565034186675147
hun_Latn,0.42988456605386915,0.42988456605386915,0.3391406584010261
ory_Orya,0.481039755351682,0.3821610601427115,0.009836901121304791
quy_Latn,0.3548265696543938,0.35463839929749735,0.127830395784984
swh_Latn,0.5780846367009534,0.5780846367009534,0.48865717908975626
ukr_Cyrl,0.3720869610552109,0.3738074135863615,0.3217767582503519
zho_Hans,,,
