vocab_size,language,metric,byte,gconstr,delta
8000,ory_Orya,fertility,2.7540774719673804,2.915953109072375,0.16187563710499475
8000,ory_Orya,token_premium,1.099904329594724,1.1664525862947785,0.0665482567000546
8000,ory_Orya,stfr,0.26895530674562784,0.30992291692157103,0.04096761017594319
8000,ory_Orya,strr,0.2893476044852192,0.24123343527013252,-0.048114169215086655
8000,amh_Ethi,fertility,3.0912290825158686,3.0783035199076747,-0.012925562608193886
8000,amh_Ethi,token_premium,1.0904594214993792,1.087671009439925,-0.0027884120594543482
8000,amh_Ethi,stfr,0.5493643949151593,0.5441730556544886,-0.005191339260670724
8000,amh_Ethi,strr,0.18799769186381995,0.1879399884593191,-5.770340450084177e-05
8000,arz_Arab,fertility,2.4207126377851833,2.4250704947449373,0.004357856959753992
8000,arz_Arab,token_premium,0.9611008203228367,0.9644014924460211,0.0033006721231844116
8000,arz_Arab,stfr,0.24065994578109115,0.24060802097207248,-5.192480901866636e-05
8000,arz_Arab,strr,0.30910023071007436,0.3089976928992566,-0.00010253781081775992
8000,ary_Arab,fertility,2.468222001360046,2.472877543547628,0.004655542187581574
8000,ary_Arab,token_premium,0.9604698027561219,0.9638510000611659,0.003381197305043937
8000,ary_Arab,stfr,0.24656140722687295,0.2485510005499852,0.001989593323112243
8000,ary_Arab,strr,0.30318564628341266,0.3037610503740127,0.0005754040906000291
8000,quy_Latn,fertility,2.7114093959731544,2.7077087122875243,-0.003700683685630146
8000,quy_Latn,token_premium,0.8799234636757791,0.8801557689563072,0.00023230528052808896
8000,quy_Latn,stfr,0.16091422226334784,0.1611109824179388,0.00019676015459096918
8000,quy_Latn,strr,0.21739948566769116,0.21915574233205795,0.0017562566643667954
8000,grn_Latn,fertility,2.7076413856074875,2.703989042972094,-0.0036523426353936017
8000,grn_Latn,token_premium,0.9657825635597533,0.9660529696005872,0.0002704060408338371
8000,grn_Latn,stfr,0.18115331113265606,0.1817989953990967,0.000645684266440627
8000,grn_Latn,strr,0.2862523540489642,0.288249728927695,0.0019973748787308065
16000,ory_Orya,fertility,2.3467889908256883,2.6085626911314983,0.26177370030581004
16000,ory_Orya,token_premium,1.0670189098998888,1.1866175140849968,0.11959860418510804
16000,ory_Orya,stfr,0.23414559986100253,0.2779406017975772,0.04379500193657465
16000,ory_Orya,strr,0.3964831804281346,0.3184505606523955,-0.07803261977573905
16000,amh_Ethi,fertility,2.6661858049624927,2.662954414310444,-0.0032313906520484714
16000,amh_Ethi,token_premium,1.0707499073044122,1.0699728733393614,-0.0007770339650507996
16000,amh_Ethi,stfr,0.44852288713342714,0.44599016230037486,-0.00253272483305228
16000,amh_Ethi,strr,0.2589728793998846,0.2589728793998846,0.0
16000,arz_Arab,fertility,2.151397077672392,2.147193027428864,-0.004204050243527657
16000,arz_Arab,token_premium,0.9724462365591398,0.9710185249588463,-0.0014277116002934243
16000,arz_Arab,stfr,0.19712603960631986,0.19703445476469042,-9.158484162943847e-05
16000,arz_Arab,strr,0.3890797231479108,0.38902845424250193,-5.1268905408852206e-05
16000,ary_Arab,fertility,2.21012711199456,2.212062562117487,0.0019354501229273957
