language,bpe_byte_32k,bpe_gconstr_32k,o200k
amh_Ethi,1.0748125066018803,1.072420530151019,5.7786625981468385
ary_Arab,1.000422520333791,1.0048843594888583,1.48286384103003
arz_Arab,0.9896482518221189,0.9900728693631852,1.4055743683250848
eng_Latn,1.0,1.0,1.0
grn_Latn,0.9908101827400444,0.9939539550110889,1.7781788412160906
hau_Latn,1.0092690398225415,1.0090822684549583,1.5502549026904329
hun_Latn,1.1334107953945283,1.1332770091878763,1.7939567595728054
ory_Orya,1.065464244216753,1.2345812651811174,4.984966323075206
quy_Latn,0.9203021020386606,0.9203189354736508,1.829568712090202
swh_Latn,0.9841290799619732,0.9839212166015419,1.485654746399732
ukr_Cyrl,1.1947290588359565,1.200865983736403,1.7491162132995943
zho_Hans,0.9554505123059047,0.9491498574295069,1.248651062404644
