language,bpe_byte_8k,bpe_gconstr_8k,o200k
amh_Ethi,1.3220959101006142,1.3276472903818397,0.4560886084100715
ary_Arab,2.023121754794956,2.01931294157465,2.395568270220081
arz_Arab,2.0158420874279903,2.012219614807298,2.519855977973102
eng_Latn,2.2610987847822988,2.26478683711542,4.1335541249581365
grn_Latn,2.449816633646672,2.453125659533156,2.4324369572041435
hau_Latn,2.4548842724943354,2.455092229822741,2.7826932309169465
hun_Latn,2.1401334773141674,2.145488748491517,2.507706029994399
ory_Orya,2.156824280558897,2.0370907692576603,0.8699845477415069
quy_Latn,2.9171833071157582,2.9211702842317404,2.564861896432494
swh_Latn,2.46365327925404,2.4676774234079533,2.9515830077146576
ukr_Cyrl,1.969593793407189,1.9678604068645702,2.4736830908007827
zho_Hans,0.8760400888095782,0.8808103146123675,1.2582029503799732
