language,bpe_byte_32k,bpe_grapheme_32k,o200k
amh_Ethi,1.0748125066018803,1.0586455181049776,5.7786625981468385
ary_Arab,1.000422520333791,0.9924084315976208,1.48286384103003
arz_Arab,0.9896482518221189,0.9787905666284045,1.4055743683250848
eng_Latn,1.0,1.0,1.0
grn_Latn,0.9908101827400444,0.9891996243347595,1.7781788412160906
hau_Latn,1.0092690398225415,1.0024000834811646,1.5502549026904329
hun_Latn,1.1334107953945283,1.1305436710842116,1.7939567595728054
ory_Orya,1.065464244216753,1.0880726286131692,4.984966323075206
quy_Latn,0.9203021020386606,0.9198580820202442,1.829568712090202
swh_Latn,0.9841290799619732,0.9788688302201816,1.485654746399732
ukr_Cyrl,1.1947290588359565,1.1863456120212876,1.7491162132995943
zho_Hans,0.9554505123059047,0.913231764583116,1.248651062404644
