language,bpe_byte_8k,bpe_gconstr_8k,o200k
amh_Ethi,2.4121826292889796,2.443361150128067,5.7786625981468385
ary_Arab,1.7335738282755961,1.748492109394365,1.48286384103003
arz_Arab,1.7318389601806465,1.741111019306508,1.4055743683250848
eng_Latn,1.0,1.0,1.0
grn_Latn,1.9434928677644985,1.9437605001514775,1.7781788412160906
hau_Latn,1.726303904830093,1.7263212977498692,1.5502549026904329
hun_Latn,1.8043729691028254,1.8044286540527141,1.7939567595728054
ory_Orya,3.096574323952195,3.148200170756562,4.984966323075206
quy_Latn,1.7762020157515008,1.7764466110330772,1.829568712090202
swh_Latn,1.6662719612270749,1.6663086287146438,1.485654746399732
ukr_Cyrl,2.0765544968882526,2.047040678619626,1.7491162132995943
zho_Hans,1.323869581979402,1.3168360461593545,1.248651062404644
