language,bpe_byte_8k,bpe_gconstr_8k,o200k
amh_Ethi,0.8046029499063884,0.8031696649984219,0.8785626891622126
ary_Arab,0.43481645036773464,0.44441294143590715,0.14921328013250018
arz_Arab,0.43243758944188265,0.4386725299756398,0.1413745631684846
eng_Latn,0.14391143911439114,0.14376600842766257,0.10471476947121647
grn_Latn,0.3785706189072773,0.3785564497846293,0.18162603327403998
hau_Latn,0.20362424029734083,0.2035704599479906,0.1027364378300528
hun_Latn,0.2766772480312557,0.2766304928491842,0.14866518699827833
ory_Orya,0.575443089756245,0.676348112118137,0.848127440075843
quy_Latn,0.23382583215764097,0.2337793212508333,0.1460155391937518
swh_Latn,0.2296848402716951,0.22966182936101287,0.09475503456567479
ukr_Cyrl,0.3609298748143433,0.3623900115706482,0.17253850736107565
zho_Hans,0.9036297451898075,0.906573526028486,0.721770227983907
