language,bpe_byte_32k,bpe_gconstr_32k,o200k
amh_Ethi,0.5659317614019731,0.5622839585200359,0.8785626891622126
ary_Arab,0.19897558070279928,0.2010143581684406,0.14921328013250018
arz_Arab,0.1896082434140177,0.192120976746444,0.1413745631684846
eng_Latn,0.13664782075443477,0.13642891335567256,0.10471476947121647
grn_Latn,0.2074671019075793,0.2096052096052096,0.18162603327403998
hau_Latn,0.13835250846621364,0.13885464529866637,0.1027364378300528
hun_Latn,0.17481194438112604,0.1750877833006521,0.14866518699827833
ory_Orya,0.30454470877768663,0.34611651257896664,0.848127440075843
quy_Latn,0.1558219178082192,0.15588313767342582,0.1460155391937518
swh_Latn,0.13606609625144034,0.136003726129483,0.09475503456567479
ukr_Cyrl,0.19255105279864565,0.19201461049184457,0.17253850736107565
zho_Hans,0.6605510312334238,0.6599478003836358,0.721770227983907
