language,bpe_byte_32k,bpe_gconstr_32k,o200k
amh_Ethi,3.164281592613964,3.155049047893826,8.960761684939412
ary_Arab,2.195689700266778,2.1968405084479783,2.0844797823926347
arz_Arab,2.109612919764163,2.1121763650346064,1.9365290951038194
eng_Latn,1.526368658965344,1.526140358887722,1.227021597187343
grn_Latn,2.797180848028306,2.8043143297380584,2.7269873880043374
hau_Latn,1.7724996024805215,1.773533153124503,1.6560661472412148
hun_Latn,2.3444848225737496,2.3438435228730228,2.5763681060282173
ory_Orya,3.1065239551478085,3.203007135575943,6.8277777777777775
quy_Latn,2.8205482029730917,2.821049990591482,3.083861255723515
swh_Latn,1.9157860128692874,1.915973885679395,1.8751585176835281
ukr_Cyrl,2.4636358896824984,2.4835514311036966,2.4505500234607163
zho_Hans,15.490091831802804,15.370227162880619,16.21797970033833
