language,bpe_byte_16k,bpe_gconstr_16k,o200k
amh_Ethi,1.0242667900734657,1.035104641646206,0.4560886084100715
ary_Arab,1.8428764478764479,1.8480137834907853,2.395568270220081
arz_Arab,1.8516068788421134,1.8573156929321313,2.519855977973102
eng_Latn,3.3058837534597183,3.3067694689211717,4.1335541249581365
grn_Latn,1.9717722098763337,1.9836846147282192,2.4324369572041435
hau_Latn,2.1302278574053655,2.137139591475555,2.7826932309169465
hun_Latn,2.250111673615247,2.247977835214489,2.507706029994399
ory_Orya,1.4046014968724765,1.422187511440321,0.8699845477415069
quy_Latn,2.2861908301455793,2.294510453246966,2.564861896432494
swh_Latn,2.3098892482603155,2.3204875743373634,2.9515830077146576
ukr_Cyrl,1.947556195772336,1.9488619221615098,2.4736830908007827
zho_Hans,1.1189472847260873,1.1247901958172373,1.2582029503799732
