language,bpe_byte_32k,bpe_gconstr_32k,o200k
amh_Ethi,0.17212925562608195,0.17207155222158108,0.002423542989036353
ary_Arab,0.37260030339488415,0.3730710885599205,0.3632369095569388
arz_Arab,0.4019994873109459,0.4013329915406306,0.4319405280697257
eng_Latn,0.7068170403177937,0.7067713803022693,0.8318341628236153
grn_Latn,0.2667351480910803,0.265993265993266,0.27209952633681445
hau_Latn,0.5625298139608841,0.5624900620130386,0.565034186675147
hun_Latn,0.40904232578024796,0.40898888413852075,0.3391406584010261
ory_Orya,0.2284913353720693,0.19332313965341488,0.009836901121304791
quy_Latn,0.19833155616885154,0.1982688327165527,0.127830395784984
swh_Latn,0.5111549481001362,0.5111079798976094,0.48865717908975626
ukr_Cyrl,0.35269276888587664,0.35237995933475835,0.3217767582503519
zho_Hans,,,
