language,bpe_byte_8k,bpe_parity_8k,o200k
amh_Ethi,2.4127141519308104,0.9843604651162791,5.7786625981468385
ary_Arab,1.7339558199746599,0.9900193798449612,1.48286384103003
arz_Arab,1.7322205696028206,0.9952131782945737,1.4055743683250848
eng_Latn,1.0,1.0,1.0
grn_Latn,1.943948658623919,0.9818217054263566,1.7781788412160906
hau_Latn,1.7266292072935603,0.9837015503875969,1.5502549026904329
hun_Latn,1.8047154740263318,1.0106007751937984,1.7939567595728054
ory_Orya,3.097256651793092,1.0088178294573644,4.984966323075206
quy_Latn,1.7765658568831597,0.9806007751937984,1.829568712090202
swh_Latn,1.666584035696579,0.994282945736434,1.485654746399732
ukr_Cyrl,2.0770120641216328,1.012906976744186,1.7491162132995943
zho_Hans,1.3241062083402193,0.9833527131782945,1.248651062404644
