vocab_size,metric,byte,parity,delta_parity_minus_byte,pct_change
8000,fertility,5.253005860138724,4.481140700585507,-0.7718651595532169,-14.693780667757206
8000,chars_per_token,1.6332033584690864,2.0208637508129255,0.3876603923438391,23.73619857769701
8000,token_premium,1.857975724857232,0.9938065245478036,-0.8641692003094283,-46.51132890209487
8000,stfr,0.4148443095392549,0.3046288309468564,-0.1102154785923985,-26.5679138071844
8000,strr,0.19366137370006972,0.31619139824320325,0.12253002454313353,63.27024444890087
8000,gini,0.13861779176776184,0.006365463315809894,-0.13225232845195195,-95.40790310202424
16000,fertility,4.224109416569887,3.8711241732355313,-0.3529852433343561,-8.356441761420836
16000,chars_per_token,1.9539828118878406,2.329894956479928,0.37591214459208744,19.238252368704302
16000,token_premium,1.6353506344057223,0.990467863613413,-0.6448827707923093,-39.433914490555495
16000,stfr,0.326716955512612,0.2621519133039018,-0.06456504220871018,-19.761766605412014
16000,strr,0.2720605478115052,0.39082749377684006,0.11876694596533488,43.65460075733639
16000,gini,0.11784183837761904,0.009826439192182068,-0.10801539918543697,-91.66133240327288
32000,fertility,3.475363632617215,3.4011004872522395,-0.07426314536497536,-2.1368453265723315
32000,chars_per_token,2.3594558120437115,2.6372428580196474,0.27778704597593595,11.77335233650011
32000,token_premium,1.3333283474931195,0.9885989863901056,-0.3447293611030139,-25.85479876364759
32000,stfr,0.25507834885397646,0.23047435902025182,-0.024603989833724638,-9.645659831289551
32000,strr,0.38020230635000857,0.4698632017477624,0.08966089539775385,23.58241754462514
32000,gini,0.09477182840169569,0.014244453545013691,-0.080527374856682,-84.9697385971728
