language,bpe_byte_32k,bpe_parity_32k,o200k
amh_Ethi,1.6403015436161301,0.987942405477521,5.7786625981468385
ary_Arab,1.2557137728850065,0.9808941247545688,1.48286384103003
arz_Arab,1.2308842886203184,0.9777223984292402,1.4055743683250848
eng_Latn,1.0,1.0,1.0
grn_Latn,1.466405408639464,0.9871117152494588,1.7781788412160906
hau_Latn,1.3337322005504368,0.9684841161959422,1.5502549026904329
hun_Latn,1.3125822663635276,1.0331269193978754,1.7939567595728054
ory_Orya,1.8233217661840373,0.9934299954689624,4.984966323075206
quy_Latn,1.345010171114036,0.9519458289281579,1.829568712090202
swh_Latn,1.2202943640062223,0.9819261944318582,1.485654746399732
ukr_Cyrl,1.4130070599497426,1.0440517545184513,1.7491162132995943
zho_Hans,0.9586873279885126,0.9565523838292302,1.248651062404644
