vocab_size,language,metric,byte,parity,delta
8000,ory_Orya,fertility,5.731345565749235,2.65316004077472,-3.0781855249745154
8000,ory_Orya,token_premium,3.097256651793092,1.0088178294573644,-2.0884388223357275
8000,ory_Orya,stfr,0.575443089756245,0.2653539525501873,-0.31008913720605774
8000,ory_Orya,strr,0.003669724770642202,0.31605504587155964,0.31238532110091743
8000,amh_Ethi,fertility,5.0545874206578185,2.930929024812464,-2.1236583958453545
8000,amh_Ethi,token_premium,2.4127141519308104,0.9843604651162791,-1.4283536868145315
8000,amh_Ethi,stfr,0.8046029499063884,0.508731518122576,-0.29587143178381237
8000,amh_Ethi,strr,0.0345066358915176,0.21027120600115407,0.17576457010963648
8000,arz_Arab,fertility,3.224301461163804,2.6328120994616766,-0.5914893617021275
8000,arz_Arab,token_premium,1.7322205696028206,0.9952131782945737,-0.7370073913082469
8000,arz_Arab,stfr,0.43243758944188265,0.2903822561486184,-0.14205533329326425
8000,arz_Arab,strr,0.16575237118687516,0.2779287362214817,0.11217636503460651
8000,ary_Arab,fertility,3.29303761050374,2.672228906209133,-0.6208087042946069
8000,ary_Arab,token_premium,1.7339558199746599,0.9900193798449612,-0.7439364401296986
8000,ary_Arab,stfr,0.43481645036773464,0.29241460311245965,-0.142401847255275
8000,ary_Arab,strr,0.1655071402416697,0.27436313229063136,0.10885599204896165
8000,quy_Latn,fertility,4.045662673273537,3.173743962867716,-0.8719187104058204
8000,quy_Latn,token_premium,1.7765658568831597,0.9806007751937984,-0.7959650816893613
8000,quy_Latn,stfr,0.23381395348837208,0.1956165141603589,-0.03819743932801317
8000,quy_Latn,strr,0.03462334566894562,0.16245374145392963,0.127830395784984
8000,grn_Latn,fertility,4.027677909033841,2.89117160303601,-1.1365063059978309
8000,grn_Latn,token_premium,1.943948658623919,0.9818217054263566,-0.9621269531975624
8000,grn_Latn,stfr,0.37855108604786264,0.21252615372468517,-0.16602493232317747
8000,grn_Latn,strr,0.09906979398504823,0.2653084517491297,0.16623865776408148
16000,ory_Orya,fertility,4.216666666666667,2.296788990825688,-1.9198776758409788
16000,ory_Orya,token_premium,2.4621588643195143,1.0038091419406576,-1.4583497223788566
16000,ory_Orya,stfr,0.4368978980067931,0.2320085214033686,-0.20488937660342446
16000,ory_Orya,strr,0.08302752293577982,0.412691131498471,0.32966360856269117
16000,amh_Ethi,fertility,3.990075014425851,2.5421811886901327,-1.4478938257357186
16000,amh_Ethi,token_premium,2.0579149430076487,0.9813775282901185,-1.0765374147175302
16000,amh_Ethi,stfr,0.7100566899982645,0.4235291447248956,-0.28652754527336893
16000,amh_Ethi,strr,0.09717253317945759,0.29186381996537797,0.19469128678592038
16000,arz_Arab,fertility,2.6354268136375287,2.276236862342989,-0.3591899512945398
16000,arz_Arab,token_premium,1.5298354215648344,0.9889958121714336,-0.5408396093934008
16000,arz_Arab,stfr,0.2842385806552019,0.2149421145096626,-0.0692964661455393
16000,arz_Arab,strr,0.2624455267880031,0.35637016149705203,0.09392463470904894
16000,ary_Arab,fertility,2.7096301720981324,2.3143798713187214,-0.39525030077941103
16000,ary_Arab,token_premium,1.5416207850956816,0.9855653568564555,-0.556055428239226
16000,ary_Arab,stfr,0.28976833976833977,0.21905795136063647,-0.0707103884077033
16000,ary_Arab,strr,0.24784223466025004,0.3472825234084846,0.09944028874823455
16000,quy_Latn,fertility,3.4597001818980115,2.71692905977545,-0.7427711221225617
16000,quy_Latn,token_premium,1.6415582869557455,0.9648935222311324,-0.676664764724613
16000,quy_Latn,stfr,0.1792124442510606,0.17340012928248222,-0.005812314968578369
16000,quy_Latn,strr,0.08448849024650316,0.22078655209182713,0.13629806184532395
16000,grn_Latn,fertility,3.3643782457341778,2.5165211436397876,-0.8478571020943901
16000,grn_Latn,token_premium,1.7545311151453826,0.9822908313285218,-0.7722402838168608
16000,grn_Latn,stfr,0.29551853987854937,0.177041522099009,-0.11847701777954037
16000,grn_Latn,strr,0.17588312503566741,0.3291103121611596,0.1532271871254922
32000,ory_Orya,fertility,3.1065239551478085,2.011467889908257,-1.0950560652395516
32000,ory_Orya,token_premium,1.8233217661840373,0.9934299954689624,-0.8298917707150749
32000,ory_Orya,stfr,0.30454470877768663,0.20043076143418218,-0.10411394734350446
32000,ory_Orya,strr,0.2284913353720693,0.4984199796126402,0.26992864424057084
32000,amh_Ethi,fertility,3.16399307559146,2.2646855164454704,-0.8993075591459894
32000,amh_Ethi,token_premium,1.6403015436161301,0.987942405477521,-0.6523591381386091
32000,amh_Ethi,stfr,0.5656003793405311,0.36634647234183504,-0.19925390699869605
32000,amh_Ethi,strr,0.17212925562608195,0.3793421811886901,0.20721292556260817
32000,arz_Arab,fertility,2.109510381953345,1.991335554985901,-0.11817482696744408
32000,arz_Arab,token_premium,1.2308842886203184,0.9777223984292402,-0.25316189019107815
32000,arz_Arab,stfr,0.18952024498128614,0.1779820292989367,-0.011538215682349445
32000,arz_Arab,strr,0.4019994873109459,0.4536785439630864,0.051679056652140454
32000,ary_Arab,fertility,2.19574200972956,2.038342836219072,-0.15739917351048804
32000,ary_Arab,token_premium,1.2557137728850065,0.9808941247545688,-0.2748196481304377
32000,ary_Arab,stfr,0.1990184867543358,0.1828726871455334,-0.016145799608802414
32000,ary_Arab,strr,0.37260030339488415,0.4422241983574829,0.06962389496259874
32000,quy_Latn,fertility,2.820109138807,2.372012795584269,-0.4480963432227312
32000,quy_Latn,token_premium,1.345010171114036,0.9519458289281579,-0.39306434218587816
32000,quy_Latn,stfr,0.15575721180578725,0.15315863236110744,-0.0025985794446798105
32000,quy_Latn,strr,0.19833155616885154,0.30038261305902275,0.10205105689017122
32000,grn_Latn,fertility,2.7974091194430177,2.2378588141300004,-0.5595503053130173
32000,grn_Latn,token_premium,1.466405408639464,0.9871117152494588,-0.47929369339000516
32000,grn_Latn,stfr,0.2074705726351007,0.1526240628347019,-0.05484650980039879
32000,grn_Latn,strr,0.2667351480910803,0.4017006220396051,0.13496547394852482
